Transaction Date,Value Date,Narrative,Transaction Reference,Debit,Credit,Running Balance
22-10-2024,22-10-2024,IB-INTT-5452210241460283 Ref-pmnt agnst inv    Transfer within bank 191523404870,5452210241460283,0.00,"487,099.00","3,680,104.88"
22-10-2024,22-10-2024,IB-INTT-5452210241459685 Ref-pmnt agnst inv    Transfer within bank 191523404250,5452210241459685,0.00,"425,087.00","3,193,005.88"
22-10-2024,22-10-2024,EPHCOP29604UMB8T:-EBIL GDI RHINE MULTY TRADING L.L.C REFpmnt agnst inv,404G241022C8E721,0.00,"271,844.00","2,767,918.88"
22-10-2024,22-10-2024,IBFT24296TZCBJ:-NBSH GDI RHINE MULTY TRADING LLC DUBAI AE REFTOF - TRANSFER OF,404G241022C8CEDC,0.00,"1,231,163.00","2,496,074.88"
22-10-2024,22-10-2024,IBFT2429605P43:-NBSH GDI RHINE MULTY TRADING LLC DUBAI AE REFTOF - TRANSFER OF,404C241022C8CC4B,0.00,"1,263,224.00","1,264,911.88"
21-10-2024,21-10-2024,IB-INTT-5452110249920598 Ref-332918 Transfer within bank 19172125,5452110249920598,"332,918.00",0.00,"1,687.88"
19-10-2024,19-10-2024,RB99992410190817:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404G241019C5618E,0.00,"331,500.00","334,605.88"
15-10-2024,15-10-2024,IB-INTT-5451510248575087 Ref-101229 Transfer within bank 19193337,5451510248575087,"101,229.00",0.00,"3,105.88"
14-10-2024,14-10-2024,RFND 5451410248331786 OL02702410140028:-SCBL 202 OL02702410140028 Account Frozen,404C241014BDEBD5,0.00,"100,150.00","104,334.88"
14-10-2024,14-10-2024,VAT on Charges Amount,5451410248331786,0.75,0.00,"4,184.88"
14-10-2024,14-10-2024,IB-DFT-5451410248331786 Ref-100150 SANDEEP KEDIA - Charges,5451410248331786,15.00,0.00,"4,185.63"
14-10-2024,14-10-2024,IB-DFT-5451410248331786 Ref-100150 SANDEEP KEDIA,5451410248331786,"100,150.00",0.00,"4,200.63"
14-10-2024,14-10-2024,EPHCOP28804SVWG3:-EBIL GDI RHINE MULTY TRADING L.L.C REFPMNT AGNST INV,404G241014BDAE15,0.00,"101,247.00","104,350.63"
08-10-2024,08-10-2024,VAT on Charges Amount,5450710246392330,7.25,0.00,"3,103.63"
08-10-2024,08-10-2024,IB-IFT-5450710246392330 Ref-PGCO PGCO INTERNATIONAL TRADING INC - Charges,5450710246392330,145.00,0.00,"3,110.88"
08-10-2024,08-10-2024,IB-IFT-5450710246392330 Ref-PGCO PGCO INTERNATIONAL TRADING INC,5450710246392330,"18,370.00",0.00,"3,255.88"
07-10-2024,07-10-2024,EPHCOP28104RAHYB:-EBIL GDI ROYAL EN EM GENERAL TRADING LLC REFPAYMENT AGAINST,404C241007B43B12,0.00,"19,507.00","21,625.88"
05-10-2024,05-10-2024,Inward posting of cheque : 500001,549IS241005000500,"43,911.00",0.00,"2,118.88"
04-10-2024,04-10-2024,EPHCOP27804QMT93:-EBIL GDI RHINE MULTY TRADING L.L.C REFpmnt agnst inv,404G241004B0B6B0,0.00,"44,228.00","46,029.88"

