Transaction Date,Value Date,Narrative,Transaction Reference,Debit,Credit,Running Balance
16-09-2024,16-09-2024,IB-INTT-5451609248965296 Ref-ref 1280 Transfer within bank 19160584,5451609248965296,"1,280.00",0.00,"15,052.69"
16-09-2024,16-09-2024,IB-DFT-5451609248962528 Ref-ref 1500 PINNACLE COMPUTER TRADING LLC,5451609248962528,"1,550.00",0.00,"16,332.69"
16-09-2024,16-09-2024,VAT on Charges Amount,5451609248783934,0.75,0.00,"17,882.69"
16-09-2024,16-09-2024,IB-DFT-5451609248783934 Ref-REF 15000 SANDEEP KEDIA - Charges,5451609248783934,15.00,0.00,"17,883.44"
16-09-2024,16-09-2024,IB-DFT-5451609248783934 Ref-REF 15000 SANDEEP KEDIA,5451609248783934,"15,000.00",0.00,"17,898.44"
13-09-2024,13-09-2024,IB-INTS-5451309248269385 Ref-OWN ACCOUNT Transfer within bank 19169543,5451309248269385,"180,760.80",0.00,"32,898.44"
13-09-2024,13-09-2024,IB-INTT-5451309248215021 Ref-ref 197 Transfer within bank 19172125,5451309248215021,"197,343.00",0.00,"213,659.24"
13-09-2024,13-09-2024,FT24257XJBQG:-NBFU OAT PINNACLE INTERNATIONAL GENERAL TRAD REFOWN ACCOUNT TRAN,404G2409137FB91C,0.00,"399,987.00","411,002.24"
12-09-2024,12-09-2024,IB-INTT-5451209248039490 Ref-ref 360 Transfer within bank 19172125,5451209248039490,"350,164.00",0.00,"11,015.24"
12-09-2024,12-09-2024,RB99992409121627:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404G2409127EB53D,0.00,"199,500.00","361,179.24"
12-09-2024,12-09-2024,RB99992409121621:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404C2409127EB1F8,0.00,"99,200.00","161,679.24"
12-09-2024,12-09-2024,IB-INTS-5451209247979395 Ref-own acc Transfer within bank 19169543,5451209247979395,"165,330.00",0.00,"62,479.24"
12-09-2024,12-09-2024,IB-INTT-5451209247976559 Ref-pmnt agnst inv    Transfer within bank 191592217088,5451209247976559,0.00,"7,088.00","227,809.24"
12-09-2024,12-09-2024,RB99992409121337:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404G2409127E7222,0.00,"54,100.00","220,721.24"
12-09-2024,12-09-2024,IB-INTT-5451209247965562 Ref-pmnt agnst inv    Transfer within bank 19247332ref,5451209247965562,0.00,"18,154.00","166,621.24"
12-09-2024,12-09-2024,RB99992409120907:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404C2409127E06E0,0.00,"146,700.00","148,467.24"
12-09-2024,12-09-2024,IB-IFT-5451109247742049 Ref-ref 007 CENTURY EXPORTS LIMITED,5451109247742049,"298,696.20",0.00,"1,767.24"
11-09-2024,11-09-2024,RB99992409111301:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404G2409117CE90A,0.00,"299,500.00","300,463.44"
05-09-2024,05-09-2024,VAT on Charges Amount,5450509246047524,0.75,0.00,963.44
05-09-2024,05-09-2024,IB-DFT-5450509246047524 Ref-MARYAM MARYAM JAVAID KHAN - Charges,5450509246047524,15.00,0.00,964.19
05-09-2024,05-09-2024,IB-DFT-5450509246047524 Ref-MARYAM MARYAM JAVAID KHAN,5450509246047524,"14,370.00",0.00,979.19
05-09-2024,05-09-2024,EPHCOP24904IMT2F:-EBIL GDI ROYAL EN EM GENERAL TRADING LLC REFPmnt for inv,404C240905740633,0.00,"14,582.00","15,349.19"
28-08-2024,28-08-2024,Monthly ChargesOne - Aug 2024,FE240828000537650079,472.50,0.00,767.19
22-08-2024,22-08-2024,IB-INTT-5452208242299155 Ref-ref 15 Transfer within bank 19128233,5452208242299155,"1,519.00",0.00,"1,239.69"
22-08-2024,22-08-2024,IB-IFT-5452208242289669 Ref-ref 007 CENTURY EXPORTS LIMITED,5452208242289669,"551,467.40",0.00,"2,758.69"
22-08-2024,22-08-2024,EPHCOP23504EE0X6:-EBIL GDI RHINE MULTY TRADING L.L.C REFPMNT AGNST INV NO. PIG,404C2408224BEDE0,0.00,"553,164.00","554,226.09"
20-08-2024,20-08-2024,IB-INTS-5452008241746722 Ref-ref 95 Transfer within bank 19169543,5452008241746722,"95,156.60",0.00,"1,062.09"
20-08-2024,20-08-2024,EPHCOP23304DZA4M:-EBIL GDI RHINE MULTY TRADING L.L.C REFpmnt agnst inv,404G24082048E0E0,0.00,"95,792.00","96,218.69"
17-08-2024,17-08-2024,IB-INTT-5451708249956509 Ref-ref 1800 Transfer within bank 19169328,5451708249956509,"1,800.00",0.00,426.69
09-08-2024,09-08-2024,SB0033431824:-EBIL GDE DUBAI ELECTRICITY AND WATER AUTHORI REF002004148123,404C2408093B78B4,0.00,"1,496.91","2,226.69"
05-08-2024,05-08-2024,IB-DFT-5450508246984972 Ref-REF 145214 Compass Consultancy and Financial,5450508246984972,"256,900.00",0.00,729.78
05-08-2024,05-08-2024,IB-INTT-5450508246977062 Ref-PAYMENT AGAINST INV    Transfer within bank 1924733,5450508246977062,0.00,"30,326.00","257,629.78"
02-08-2024,02-08-2024,IB-INTT-5450208246544204 Ref-ref 65 Transfer within bank 19172125,5450208246544204,"65,189.00",0.00,"227,303.78"
02-08-2024,02-08-2024,IB-IFT-5450208246479576 Ref-REF 096 CENTURY EXPORTS LIMITED,5450208246479576,"1,286,267.40",0.00,"292,492.78"
02-08-2024,02-08-2024,VAT on Charges Amount,5450208246475674,0.75,0.00,"1,578,760.18"
02-08-2024,02-08-2024,IB-DFT-5450208246475674 Ref-ref 45 NIYAT GOODS WHOLESALERS LLC - Charges,5450208246475674,15.00,0.00,"1,578,760.93"
02-08-2024,02-08-2024,IB-DFT-5450208246475674 Ref-ref 45 NIYAT GOODS WHOLESALERS LLC,5450208246475674,"4,567.00",0.00,"1,578,775.93"
02-08-2024,02-08-2024,IB-INTT-5450208246473075 Ref-ref 954 Transfer within bank 19193337,5450208246473075,"9,548.00",0.00,"1,583,342.93"
02-08-2024,02-08-2024,LN13160031853524:-WIOB CIN Aditya Trivedi Anil Trivedi REFSent from Wio Bank,404C240802306A53,0.00,"200,000.00","1,592,890.93"
01-08-2024,01-08-2024,EPHCOP214049TEU7:-EBIL GDI RHINE MULTY TRADING L.L.C REFpmnt agnst inv,404G2408012FEBE7,0.00,"746,273.00","1,392,890.93"
01-08-2024,01-08-2024,IB-INTT-5450108246331939 Ref-pmnt agnst inv Transfer within bank 19172125,5450108246331939,"108,552.00",0.00,"646,617.93"
01-08-2024,01-08-2024,EPHCOP214049SZPS:-EBIL GDI RHINE MULTY TRADING L.L.C REFPmnt agnst INV,404G2408012FDF16,0.00,"754,182.00","755,169.93"
27-07-2024,27-07-2024,Monthly ChargesElite - Jul 2024,FE240727000537089183,131.25,0.00,987.93
26-07-2024,26-07-2024,VAT on Charges Amount,5452607244759835,0.75,0.00,"1,119.18"
26-07-2024,26-07-2024,IB-DFT-5452607244759835 Ref-ref 3342 CARNIFY INTERNATIONAL L L C FZ - Charges,5452607244759835,15.00,0.00,"1,119.93"
26-07-2024,26-07-2024,IB-DFT-5452607244759835 Ref-ref 3342 CARNIFY INTERNATIONAL L L C FZ,5452607244759835,"90,850.00",0.00,"1,134.93"
26-07-2024,26-07-2024,IB-IFT-5452607244738600 Ref-REF 4571582 CENTURY EXPORTS LIMITED,5452607244738600,"1,484,758.92",0.00,"91,984.93"
25-07-2024,25-07-2024,IBFT24207YQBM1:-NBSH GDS RHINE MULTY TRADING LLC DUBAI AE REFTOF - TRANSFER OF,404C240725153E71,0.00,"785,726.00","1,576,743.85"
25-07-2024,25-07-2024,IBFT24207647HH:-NBSH GDS RHINE MULTY TRADING LLC DUBAI AE REFTOF - TRANSFER OF,404C240725153C9B,0.00,"713,774.00","791,017.85"
25-07-2024,25-07-2024,IB-INTT-5452507244496521 Ref-REF 5129 Transfer within bank 19172125,5452507244496521,"5,129.00",0.00,"77,243.85"
25-07-2024,25-07-2024,IB-INTT-5452507244470952 Ref-REF 12546 Transfer within bank 19128233,5452507244470952,"1,545.00",0.00,"82,372.85"
24-07-2024,24-07-2024,IB-INTT-5452407244191854 Ref-ref 85 Transfer within bank 19172125,5452407244191854,"217,844.00",0.00,"83,917.85"
23-07-2024,23-07-2024,IB-INTT-5452307244039154 Ref-pmnt agnst inv    Transfer within bank 19247332ref,5452307244039154,0.00,"206,547.00","301,761.85"
23-07-2024,23-07-2024,RB99992407231855:-SCBL OAT SANDEEP KEDIA PRABHUDAYAL KEDIA REF.,404C2407230ED0CB,0.00,"91,100.00","95,214.85"
22-07-2024,22-07-2024,IB-IFT-5452207243618419 Ref-REF 154 SKY FAMOUS LIMITED,5452207243618419,"1,095,500.00",0.00,"4,114.85"
22-07-2024,22-07-2024,IB-INTT-5452207243610698 Ref-pmnt agnst inv    Transfer within bank 19159221ref,5452207243610698,0.00,"218,524.00","1,099,614.85"
22-07-2024,22-07-2024,IB-INTT-5452207243608953 Ref-pmnt agnst inv    Transfer within bank 19159221ref,5452207243608953,0.00,"380,564.00","881,090.85"
22-07-2024,22-07-2024,IB-INTT-5452207243605146 Ref-pmnt agnst inv    Transfer within bank 19247332ref,5452207243605146,0.00,"499,989.00","500,526.85"
16-07-2024,16-07-2024,IB-INTS-5451607242332547 Ref-ref 1500 Transfer within bank 19169543,5451607242332547,"1,550.00",0.00,537.85
16-07-2024,16-07-2024,033OIP1241983810:-IGT PINNACLE INTERNATIONAL GENERAL TRADING Br of PINNACLE GROU,554A240716922351,0.00,"1,500.00","2,087.85"
09-07-2024,09-07-2024,IB-INTS-5450907249657206 Ref-32145 Transfer within bank 19169543,5450907249657206,"130,500.00",0.00,587.85
09-07-2024,09-07-2024,IB-INTT-5450907249651568 Ref-pmnt agnst inv    Transfer within bank 19247332pmnt,5450907249651568,0.00,"129,998.00","131,087.85"
02-07-2024,02-07-2024,IB-INTS-5450207247966961 Ref-reef 11 Transfer within bank 19169543,5450207247966961,"1,000,000.00",0.00,"1,089.85"
02-07-2024,02-07-2024,FT24184J36C1:-NBAD GDI SILVERIT TRADING DWC LLC REFGOODS PURCHASE,404G240702EFB0B7,0.00,"1,000,000.00","1,001,089.85"

